column,row,field,channel,rel_fp
G,5,6,2,MFGTMP_220411120001/MFGTMP_220411120001_G05f06d2.TIF
C,10,0,4,MFGTMP_220411120001/MFGTMP_220411120001_C10f00d4.TIF
C,7,6,4,MFGTMP_220411120001/MFGTMP_220411120001_C07f06d4.TIF
G,4,6,2,MFGTMP_220411120001/MFGTMP_220411120001_G04f06d2.TIF
F,3,8,4,MFGTMP_220411120001/MFGTMP_220411120001_F03f08d4.TIF
B,3,1,4,MFGTMP_220411120001/MFGTMP_220411120001_B03f01d4.TIF
G,8,3,0,MFGTMP_220411120001/MFGTMP_220411120001_G08f03d0.TIF
F,2,8,4,MFGTMP_220411120001/MFGTMP_220411120001_F02f08d4.TIF
G,9,3,0,MFGTMP_220411120001/MFGTMP_220411120001_G09f03d0.TIF
B,2,1,4,MFGTMP_220411120001/MFGTMP_220411120001_B02f01d4.TIF
E,6,8,0,MFGTMP_220411120001/MFGTMP_220411120001_E06f08d0.TIF
F,6,4,3,MFGTMP_220411120001/MFGTMP_220411120001_F06f04d3.TIF
F,11,2,3,MFGTMP_220411120001/MFGTMP_220411120001_F11f02d3.TIF
E,7,8,0,MFGTMP_220411120001/MFGTMP_220411120001_E07f08d0.TIF
F,7,4,3,MFGTMP_220411120001/MFGTMP_220411120001_F07f04d3.TIF
F,10,2,3,MFGTMP_220411120001/MFGTMP_220411120001_F10f02d3.TIF
E,9,2,2,MFGTMP_220411120001/MFGTMP_220411120001_E09f02d2.TIF
B,9,7,1,MFGTMP_220411120001/MFGTMP_220411120001_B09f07d1.TIF
B,8,7,1,MFGTMP_220411120001/MFGTMP_220411120001_B08f07d1.TIF
E,8,2,2,MFGTMP_220411120001/MFGTMP_220411120001_E08f02d2.TIF
D,10,3,1,MFGTMP_220411120001/MFGTMP_220411120001_D10f03d1.TIF
C,10,6,2,MFGTMP_220411120001/MFGTMP_220411120001_C10f06d2.TIF
C,7,0,2,MFGTMP_220411120001/MFGTMP_220411120001_C07f00d2.TIF
D,7,5,1,MFGTMP_220411120001/MFGTMP_220411120001_D07f05d1.TIF
G,4,0,4,MFGTMP_220411120001/MFGTMP_220411120001_G04f00d4.TIF
C,11,6,2,MFGTMP_220411120001/MFGTMP_220411120001_C11f06d2.TIF
D,11,3,1,MFGTMP_220411120001/MFGTMP_220411120001_D11f03d1.TIF
D,6,5,1,MFGTMP_220411120001/MFGTMP_220411120001_D06f05d1.TIF
C,6,0,2,MFGTMP_220411120001/MFGTMP_220411120001_C06f00d2.TIF
G,5,0,4,MFGTMP_220411120001/MFGTMP_220411120001_G05f00d4.TIF
G,8,1,2,MFGTMP_220411120001/MFGTMP_220411120001_G08f01d2.TIF
C,8,8,2,MFGTMP_220411120001/MFGTMP_220411120001_C08f08d2.TIF
G,9,1,2,MFGTMP_220411120001/MFGTMP_220411120001_G09f01d2.TIF
C,9,8,2,MFGTMP_220411120001/MFGTMP_220411120001_C09f08d2.TIF
F,11,0,1,MFGTMP_220411120001/MFGTMP_220411120001_F11f00d1.TIF
F,6,6,1,MFGTMP_220411120001/MFGTMP_220411120001_F06f06d1.TIF
E,5,3,4,MFGTMP_220411120001/MFGTMP_220411120001_E05f03d4.TIF
F,10,0,1,MFGTMP_220411120001/MFGTMP_220411120001_F10f00d1.TIF
F,7,6,1,MFGTMP_220411120001/MFGTMP_220411120001_F07f06d1.TIF
E,4,3,4,MFGTMP_220411120001/MFGTMP_220411120001_E04f03d4.TIF
B,9,5,3,MFGTMP_220411120001/MFGTMP_220411120001_B09f05d3.TIF
E,9,0,0,MFGTMP_220411120001/MFGTMP_220411120001_E09f00d0.TIF
E,8,0,0,MFGTMP_220411120001/MFGTMP_220411120001_E08f00d0.TIF
B,8,5,3,MFGTMP_220411120001/MFGTMP_220411120001_B08f05d3.TIF
D,7,7,3,MFGTMP_220411120001/MFGTMP_220411120001_D07f07d3.TIF
C,7,2,0,MFGTMP_220411120001/MFGTMP_220411120001_C07f02d0.TIF
C,10,4,0,MFGTMP_220411120001/MFGTMP_220411120001_C10f04d0.TIF
D,10,1,3,MFGTMP_220411120001/MFGTMP_220411120001_D10f01d3.TIF
C,6,2,0,MFGTMP_220411120001/MFGTMP_220411120001_C06f02d0.TIF
D,6,7,3,MFGTMP_220411120001/MFGTMP_220411120001_D06f07d3.TIF
D,11,1,3,MFGTMP_220411120001/MFGTMP_220411120001_D11f01d3.TIF
C,11,4,0,MFGTMP_220411120001/MFGTMP_220411120001_C11f04d0.TIF
B,10,7,3,MFGTMP_220411120001/MFGTMP_220411120001_B10f07d3.TIF
E,10,2,0,MFGTMP_220411120001/MFGTMP_220411120001_E10f02d0.TIF
E,7,4,0,MFGTMP_220411120001/MFGTMP_220411120001_E07f04d0.TIF
B,7,1,3,MFGTMP_220411120001/MFGTMP_220411120001_B07f01d3.TIF
F,7,8,3,MFGTMP_220411120001/MFGTMP_220411120001_F07f08d3.TIF
E,11,2,0,MFGTMP_220411120001/MFGTMP_220411120001_E11f02d0.TIF
B,11,7,3,MFGTMP_220411120001/MFGTMP_220411120001_B11f07d3.TIF
B,6,1,3,MFGTMP_220411120001/MFGTMP_220411120001_B06f01d3.TIF
E,6,4,0,MFGTMP_220411120001/MFGTMP_220411120001_E06f04d0.TIF
F,6,8,3,MFGTMP_220411120001/MFGTMP_220411120001_F06f08d3.TIF
C,9,6,0,MFGTMP_220411120001/MFGTMP_220411120001_C09f06d0.TIF
F,2,4,4,MFGTMP_220411120001/MFGTMP_220411120001_F02f04d4.TIF
D,9,3,3,MFGTMP_220411120001/MFGTMP_220411120001_D09f03d3.TIF
F,3,4,4,MFGTMP_220411120001/MFGTMP_220411120001_F03f04d4.TIF
D,8,3,3,MFGTMP_220411120001/MFGTMP_220411120001_D08f03d3.TIF
C,8,6,0,MFGTMP_220411120001/MFGTMP_220411120001_C08f06d0.TIF
C,5,5,4,MFGTMP_220411120001/MFGTMP_220411120001_C05f05d4.TIF
G,6,5,2,MFGTMP_220411120001/MFGTMP_220411120001_G06f05d2.TIF
G,11,3,2,MFGTMP_220411120001/MFGTMP_220411120001_G11f03d2.TIF
C,4,5,4,MFGTMP_220411120001/MFGTMP_220411120001_C04f05d4.TIF
G,7,5,2,MFGTMP_220411120001/MFGTMP_220411120001_G07f05d2.TIF
G,10,3,2,MFGTMP_220411120001/MFGTMP_220411120001_G10f03d2.TIF
F,8,2,1,MFGTMP_220411120001/MFGTMP_220411120001_F08f02d1.TIF
F,9,2,1,MFGTMP_220411120001/MFGTMP_220411120001_F09f02d1.TIF
B,7,3,1,MFGTMP_220411120001/MFGTMP_220411120001_B07f03d1.TIF
E,7,6,2,MFGTMP_220411120001/MFGTMP_220411120001_E07f06d2.TIF
E,10,0,2,MFGTMP_220411120001/MFGTMP_220411120001_E10f00d2.TIF
B,10,5,1,MFGTMP_220411120001/MFGTMP_220411120001_B10f05d1.TIF
E,6,6,2,MFGTMP_220411120001/MFGTMP_220411120001_E06f06d2.TIF
B,6,3,1,MFGTMP_220411120001/MFGTMP_220411120001_B06f03d1.TIF
B,11,5,1,MFGTMP_220411120001/MFGTMP_220411120001_B11f05d1.TIF
E,11,0,2,MFGTMP_220411120001/MFGTMP_220411120001_E11f00d2.TIF
D,9,1,1,MFGTMP_220411120001/MFGTMP_220411120001_D09f01d1.TIF
C,9,4,2,MFGTMP_220411120001/MFGTMP_220411120001_C09f04d2.TIF
C,8,4,2,MFGTMP_220411120001/MFGTMP_220411120001_C08f04d2.TIF
D,8,1,1,MFGTMP_220411120001/MFGTMP_220411120001_D08f01d1.TIF
G,11,1,0,MFGTMP_220411120001/MFGTMP_220411120001_G11f01d0.TIF
G,6,7,0,MFGTMP_220411120001/MFGTMP_220411120001_G06f07d0.TIF
C,11,8,0,MFGTMP_220411120001/MFGTMP_220411120001_C11f08d0.TIF
G,10,1,0,MFGTMP_220411120001/MFGTMP_220411120001_G10f01d0.TIF
G,7,7,0,MFGTMP_220411120001/MFGTMP_220411120001_G07f07d0.TIF
C,10,8,0,MFGTMP_220411120001/MFGTMP_220411120001_C10f08d0.TIF
D,3,7,4,MFGTMP_220411120001/MFGTMP_220411120001_D03f07d4.TIF
F,8,0,3,MFGTMP_220411120001/MFGTMP_220411120001_F08f00d3.TIF
D,2,7,4,MFGTMP_220411120001/MFGTMP_220411120001_D02f07d4.TIF
F,9,0,3,MFGTMP_220411120001/MFGTMP_220411120001_F09f00d3.TIF
F,5,5,1,MFGTMP_220411120001/MFGTMP_220411120001_F05f05d1.TIF
E,6,0,4,MFGTMP_220411120001/MFGTMP_220411120001_E06f00d4.TIF
E,11,6,4,MFGTMP_220411120001/MFGTMP_220411120001_E11f06d4.TIF
F,4,5,1,MFGTMP_220411120001/MFGTMP_220411120001_F04f05d1.TIF
E,7,0,4,MFGTMP_220411120001/MFGTMP_220411120001_E07f00d4.TIF
E,10,6,4,MFGTMP_220411120001/MFGTMP_220411120001_E10f06d4.TIF
C,8,2,4,MFGTMP_220411120001/MFGTMP_220411120001_C08f02d4.TIF
F,3,0,0,MFGTMP_220411120001/MFGTMP_220411120001_F03f00d0.TIF
F,2,0,0,MFGTMP_220411120001/MFGTMP_220411120001_F02f00d0.TIF
C,9,2,4,MFGTMP_220411120001/MFGTMP_220411120001_C09f02d4.TIF
G,4,8,0,MFGTMP_220411120001/MFGTMP_220411120001_G04f08d0.TIF
D,4,4,3,MFGTMP_220411120001/MFGTMP_220411120001_D04f04d3.TIF
C,4,1,0,MFGTMP_220411120001/MFGTMP_220411120001_C04f01d0.TIF
G,5,8,0,MFGTMP_220411120001/MFGTMP_220411120001_G05f08d0.TIF
C,5,1,0,MFGTMP_220411120001/MFGTMP_220411120001_C05f01d0.TIF
D,5,4,3,MFGTMP_220411120001/MFGTMP_220411120001_D05f04d3.TIF
D,2,1,2,MFGTMP_220411120001/MFGTMP_220411120001_D02f01d2.TIF
C,2,4,1,MFGTMP_220411120001/MFGTMP_220411120001_C02f04d1.TIF
C,3,4,1,MFGTMP_220411120001/MFGTMP_220411120001_C03f04d1.TIF
D,3,1,2,MFGTMP_220411120001/MFGTMP_220411120001_D03f01d2.TIF
F,5,7,3,MFGTMP_220411120001/MFGTMP_220411120001_F05f07d3.TIF
F,4,7,3,MFGTMP_220411120001/MFGTMP_220411120001_F04f07d3.TIF
F,3,2,2,MFGTMP_220411120001/MFGTMP_220411120001_F03f02d2.TIF
F,2,2,2,MFGTMP_220411120001/MFGTMP_220411120001_F02f02d2.TIF
C,4,3,2,MFGTMP_220411120001/MFGTMP_220411120001_C04f03d2.TIF
D,4,6,1,MFGTMP_220411120001/MFGTMP_220411120001_D04f06d1.TIF
G,7,3,4,MFGTMP_220411120001/MFGTMP_220411120001_G07f03d4.TIF
G,10,5,4,MFGTMP_220411120001/MFGTMP_220411120001_G10f05d4.TIF
D,5,6,1,MFGTMP_220411120001/MFGTMP_220411120001_D05f06d1.TIF
C,5,3,2,MFGTMP_220411120001/MFGTMP_220411120001_C05f03d2.TIF
G,6,3,4,MFGTMP_220411120001/MFGTMP_220411120001_G06f03d4.TIF
G,11,5,4,MFGTMP_220411120001/MFGTMP_220411120001_G11f05d4.TIF
E,9,8,4,MFGTMP_220411120001/MFGTMP_220411120001_E09f08d4.TIF
C,2,6,3,MFGTMP_220411120001/MFGTMP_220411120001_C02f06d3.TIF
D,2,3,0,MFGTMP_220411120001/MFGTMP_220411120001_D02f03d0.TIF
E,8,8,4,MFGTMP_220411120001/MFGTMP_220411120001_E08f08d4.TIF
D,3,3,0,MFGTMP_220411120001/MFGTMP_220411120001_D03f03d0.TIF
C,3,6,3,MFGTMP_220411120001/MFGTMP_220411120001_C03f06d3.TIF
C,3,6,2,MFGTMP_220411120001/MFGTMP_220411120001_C03f06d2.TIF
D,3,3,1,MFGTMP_220411120001/MFGTMP_220411120001_D03f03d1.TIF
D,2,3,1,MFGTMP_220411120001/MFGTMP_220411120001_D02f03d1.TIF
C,2,6,2,MFGTMP_220411120001/MFGTMP_220411120001_C02f06d2.TIF
C,5,3,3,MFGTMP_220411120001/MFGTMP_220411120001_C05f03d3.TIF
D,5,6,0,MFGTMP_220411120001/MFGTMP_220411120001_D05f06d0.TIF
D,4,6,0,MFGTMP_220411120001/MFGTMP_220411120001_D04f06d0.TIF
C,4,3,3,MFGTMP_220411120001/MFGTMP_220411120001_C04f03d3.TIF
F,2,2,3,MFGTMP_220411120001/MFGTMP_220411120001_F02f02d3.TIF
D,9,5,4,MFGTMP_220411120001/MFGTMP_220411120001_D09f05d4.TIF
F,3,2,3,MFGTMP_220411120001/MFGTMP_220411120001_F03f02d3.TIF
D,8,5,4,MFGTMP_220411120001/MFGTMP_220411120001_D08f05d4.TIF
B,7,7,4,MFGTMP_220411120001/MFGTMP_220411120001_B07f07d4.TIF
B,10,1,4,MFGTMP_220411120001/MFGTMP_220411120001_B10f01d4.TIF
F,4,7,2,MFGTMP_220411120001/MFGTMP_220411120001_F04f07d2.TIF
F,10,8,4,MFGTMP_220411120001/MFGTMP_220411120001_F10f08d4.TIF
B,6,7,4,MFGTMP_220411120001/MFGTMP_220411120001_B06f07d4.TIF
B,11,1,4,MFGTMP_220411120001/MFGTMP_220411120001_B11f01d4.TIF
F,11,8,4,MFGTMP_220411120001/MFGTMP_220411120001_F11f08d4.TIF
F,5,7,2,MFGTMP_220411120001/MFGTMP_220411120001_F05f07d2.TIF
D,3,1,3,MFGTMP_220411120001/MFGTMP_220411120001_D03f01d3.TIF
F,8,6,4,MFGTMP_220411120001/MFGTMP_220411120001_F08f06d4.TIF
C,3,4,0,MFGTMP_220411120001/MFGTMP_220411120001_C03f04d0.TIF
C,2,4,0,MFGTMP_220411120001/MFGTMP_220411120001_C02f04d0.TIF
D,2,1,3,MFGTMP_220411120001/MFGTMP_220411120001_D02f01d3.TIF
F,9,6,4,MFGTMP_220411120001/MFGTMP_220411120001_F09f06d4.TIF
G,5,8,1,MFGTMP_220411120001/MFGTMP_220411120001_G05f08d1.TIF
D,5,4,2,MFGTMP_220411120001/MFGTMP_220411120001_D05f04d2.TIF
C,5,1,1,MFGTMP_220411120001/MFGTMP_220411120001_C05f01d1.TIF
G,4,8,1,MFGTMP_220411120001/MFGTMP_220411120001_G04f08d1.TIF
C,4,1,1,MFGTMP_220411120001/MFGTMP_220411120001_C04f01d1.TIF
D,4,4,2,MFGTMP_220411120001/MFGTMP_220411120001_D04f04d2.TIF
F,2,0,1,MFGTMP_220411120001/MFGTMP_220411120001_F02f00d1.TIF
F,3,0,1,MFGTMP_220411120001/MFGTMP_220411120001_F03f00d1.TIF
F,4,5,0,MFGTMP_220411120001/MFGTMP_220411120001_F04f05d0.TIF
F,5,5,0,MFGTMP_220411120001/MFGTMP_220411120001_F05f05d0.TIF
F,9,0,2,MFGTMP_220411120001/MFGTMP_220411120001_F09f00d2.TIF
F,8,0,2,MFGTMP_220411120001/MFGTMP_220411120001_F08f00d2.TIF
G,7,7,1,MFGTMP_220411120001/MFGTMP_220411120001_G07f07d1.TIF
G,10,1,1,MFGTMP_220411120001/MFGTMP_220411120001_G10f01d1.TIF
D,4,2,4,MFGTMP_220411120001/MFGTMP_220411120001_D04f02d4.TIF
C,10,8,1,MFGTMP_220411120001/MFGTMP_220411120001_C10f08d1.TIF
G,6,7,1,MFGTMP_220411120001/MFGTMP_220411120001_G06f07d1.TIF
G,11,1,1,MFGTMP_220411120001/MFGTMP_220411120001_G11f01d1.TIF
C,11,8,1,MFGTMP_220411120001/MFGTMP_220411120001_C11f08d1.TIF
D,5,2,4,MFGTMP_220411120001/MFGTMP_220411120001_D05f02d4.TIF
D,8,1,0,MFGTMP_220411120001/MFGTMP_220411120001_D08f01d0.TIF
C,8,4,3,MFGTMP_220411120001/MFGTMP_220411120001_C08f04d3.TIF
C,9,4,3,MFGTMP_220411120001/MFGTMP_220411120001_C09f04d3.TIF
D,9,1,0,MFGTMP_220411120001/MFGTMP_220411120001_D09f01d0.TIF
E,11,0,3,MFGTMP_220411120001/MFGTMP_220411120001_E11f00d3.TIF
B,11,5,0,MFGTMP_220411120001/MFGTMP_220411120001_B11f05d0.TIF
B,6,3,0,MFGTMP_220411120001/MFGTMP_220411120001_B06f03d0.TIF
E,6,6,3,MFGTMP_220411120001/MFGTMP_220411120001_E06f06d3.TIF
B,10,5,0,MFGTMP_220411120001/MFGTMP_220411120001_B10f05d0.TIF
E,10,0,3,MFGTMP_220411120001/MFGTMP_220411120001_E10f00d3.TIF
E,7,6,3,MFGTMP_220411120001/MFGTMP_220411120001_E07f06d3.TIF
B,7,3,0,MFGTMP_220411120001/MFGTMP_220411120001_B07f03d0.TIF
F,9,2,0,MFGTMP_220411120001/MFGTMP_220411120001_F09f02d0.TIF
C,2,0,4,MFGTMP_220411120001/MFGTMP_220411120001_C02f00d4.TIF
C,3,0,4,MFGTMP_220411120001/MFGTMP_220411120001_C03f00d4.TIF
F,8,2,0,MFGTMP_220411120001/MFGTMP_220411120001_F08f02d0.TIF
G,10,3,3,MFGTMP_220411120001/MFGTMP_220411120001_G10f03d3.TIF
G,7,5,3,MFGTMP_220411120001/MFGTMP_220411120001_G07f05d3.TIF
G,11,3,3,MFGTMP_220411120001/MFGTMP_220411120001_G11f03d3.TIF
G,6,5,3,MFGTMP_220411120001/MFGTMP_220411120001_G06f05d3.TIF
C,8,6,1,MFGTMP_220411120001/MFGTMP_220411120001_C08f06d1.TIF
D,8,3,2,MFGTMP_220411120001/MFGTMP_220411120001_D08f03d2.TIF
D,9,3,2,MFGTMP_220411120001/MFGTMP_220411120001_D09f03d2.TIF
C,9,6,1,MFGTMP_220411120001/MFGTMP_220411120001_C09f06d1.TIF
E,6,4,1,MFGTMP_220411120001/MFGTMP_220411120001_E06f04d1.TIF
B,6,1,2,MFGTMP_220411120001/MFGTMP_220411120001_B06f01d2.TIF
B,11,7,2,MFGTMP_220411120001/MFGTMP_220411120001_B11f07d2.TIF
E,11,2,1,MFGTMP_220411120001/MFGTMP_220411120001_E11f02d1.TIF
B,5,8,4,MFGTMP_220411120001/MFGTMP_220411120001_B05f08d4.TIF
F,6,8,2,MFGTMP_220411120001/MFGTMP_220411120001_F06f08d2.TIF
F,5,1,4,MFGTMP_220411120001/MFGTMP_220411120001_F05f01d4.TIF
B,4,8,4,MFGTMP_220411120001/MFGTMP_220411120001_B04f08d4.TIF
B,7,1,2,MFGTMP_220411120001/MFGTMP_220411120001_B07f01d2.TIF
E,7,4,1,MFGTMP_220411120001/MFGTMP_220411120001_E07f04d1.TIF
E,10,2,1,MFGTMP_220411120001/MFGTMP_220411120001_E10f02d1.TIF
B,10,7,2,MFGTMP_220411120001/MFGTMP_220411120001_B10f07d2.TIF
F,4,1,4,MFGTMP_220411120001/MFGTMP_220411120001_F04f01d4.TIF
F,7,8,2,MFGTMP_220411120001/MFGTMP_220411120001_F07f08d2.TIF
F,6,8,0,MFGTMP_220411120001/MFGTMP_220411120001_F06f08d0.TIF
E,11,2,3,MFGTMP_220411120001/MFGTMP_220411120001_E11f02d3.TIF
B,11,7,0,MFGTMP_220411120001/MFGTMP_220411120001_B11f07d0.TIF
B,6,1,0,MFGTMP_220411120001/MFGTMP_220411120001_B06f01d0.TIF
E,6,4,3,MFGTMP_220411120001/MFGTMP_220411120001_E06f04d3.TIF
F,7,8,0,MFGTMP_220411120001/MFGTMP_220411120001_F07f08d0.TIF
B,10,7,0,MFGTMP_220411120001/MFGTMP_220411120001_B10f07d0.TIF
E,10,2,3,MFGTMP_220411120001/MFGTMP_220411120001_E10f02d3.TIF
E,7,4,3,MFGTMP_220411120001/MFGTMP_220411120001_E07f04d3.TIF
B,7,1,0,MFGTMP_220411120001/MFGTMP_220411120001_B07f01d0.TIF
E,3,8,4,MFGTMP_220411120001/MFGTMP_220411120001_E03f08d4.TIF
D,8,3,0,MFGTMP_220411120001/MFGTMP_220411120001_D08f03d0.TIF
C,8,6,3,MFGTMP_220411120001/MFGTMP_220411120001_C08f06d3.TIF
E,2,8,4,MFGTMP_220411120001/MFGTMP_220411120001_E02f08d4.TIF
C,9,6,3,MFGTMP_220411120001/MFGTMP_220411120001_C09f06d3.TIF
D,9,3,0,MFGTMP_220411120001/MFGTMP_220411120001_D09f03d0.TIF
G,7,5,1,MFGTMP_220411120001/MFGTMP_220411120001_G07f05d1.TIF
G,10,3,1,MFGTMP_220411120001/MFGTMP_220411120001_G10f03d1.TIF
D,4,0,4,MFGTMP_220411120001/MFGTMP_220411120001_D04f00d4.TIF
G,6,5,1,MFGTMP_220411120001/MFGTMP_220411120001_G06f05d1.TIF
G,11,3,1,MFGTMP_220411120001/MFGTMP_220411120001_G11f03d1.TIF
D,5,0,4,MFGTMP_220411120001/MFGTMP_220411120001_D05f00d4.TIF
F,9,2,2,MFGTMP_220411120001/MFGTMP_220411120001_F09f02d2.TIF
F,8,2,2,MFGTMP_220411120001/MFGTMP_220411120001_F08f02d2.TIF
E,6,6,1,MFGTMP_220411120001/MFGTMP_220411120001_E06f06d1.TIF
B,6,3,2,MFGTMP_220411120001/MFGTMP_220411120001_B06f03d2.TIF
B,11,5,2,MFGTMP_220411120001/MFGTMP_220411120001_B11f05d2.TIF
E,11,0,1,MFGTMP_220411120001/MFGTMP_220411120001_E11f00d1.TIF
F,5,3,4,MFGTMP_220411120001/MFGTMP_220411120001_F05f03d4.TIF
B,7,3,2,MFGTMP_220411120001/MFGTMP_220411120001_B07f03d2.TIF
E,7,6,1,MFGTMP_220411120001/MFGTMP_220411120001_E07f06d1.TIF
E,10,0,1,MFGTMP_220411120001/MFGTMP_220411120001_E10f00d1.TIF
B,10,5,2,MFGTMP_220411120001/MFGTMP_220411120001_B10f05d2.TIF
F,4,3,4,MFGTMP_220411120001/MFGTMP_220411120001_F04f03d4.TIF
C,8,4,1,MFGTMP_220411120001/MFGTMP_220411120001_C08f04d1.TIF
D,8,1,2,MFGTMP_220411120001/MFGTMP_220411120001_D08f01d2.TIF
D,9,1,2,MFGTMP_220411120001/MFGTMP_220411120001_D09f01d2.TIF
C,9,4,1,MFGTMP_220411120001/MFGTMP_220411120001_C09f04d1.TIF
C,10,8,3,MFGTMP_220411120001/MFGTMP_220411120001_C10f08d3.TIF
G,10,1,3,MFGTMP_220411120001/MFGTMP_220411120001_G10f01d3.TIF
G,7,7,3,MFGTMP_220411120001/MFGTMP_220411120001_G07f07d3.TIF
C,11,8,3,MFGTMP_220411120001/MFGTMP_220411120001_C11f08d3.TIF
G,11,1,3,MFGTMP_220411120001/MFGTMP_220411120001_G11f01d3.TIF
G,6,7,3,MFGTMP_220411120001/MFGTMP_220411120001_G06f07d3.TIF
F,9,0,0,MFGTMP_220411120001/MFGTMP_220411120001_F09f00d0.TIF
C,2,2,4,MFGTMP_220411120001/MFGTMP_220411120001_C02f02d4.TIF
C,3,2,4,MFGTMP_220411120001/MFGTMP_220411120001_C03f02d4.TIF
F,8,0,0,MFGTMP_220411120001/MFGTMP_220411120001_F08f00d0.TIF
B,7,5,4,MFGTMP_220411120001/MFGTMP_220411120001_B07f05d4.TIF
B,10,3,4,MFGTMP_220411120001/MFGTMP_220411120001_B10f03d4.TIF
F,4,5,2,MFGTMP_220411120001/MFGTMP_220411120001_F04f05d2.TIF
B,6,5,4,MFGTMP_220411120001/MFGTMP_220411120001_B06f05d4.TIF
B,11,3,4,MFGTMP_220411120001/MFGTMP_220411120001_B11f03d4.TIF
F,5,5,2,MFGTMP_220411120001/MFGTMP_220411120001_F05f05d2.TIF
F,2,0,3,MFGTMP_220411120001/MFGTMP_220411120001_F02f00d3.TIF
D,9,7,4,MFGTMP_220411120001/MFGTMP_220411120001_D09f07d4.TIF
F,3,0,3,MFGTMP_220411120001/MFGTMP_220411120001_F03f00d3.TIF
D,8,7,4,MFGTMP_220411120001/MFGTMP_220411120001_D08f07d4.TIF
C,5,1,3,MFGTMP_220411120001/MFGTMP_220411120001_C05f01d3.TIF
D,5,4,0,MFGTMP_220411120001/MFGTMP_220411120001_D05f04d0.TIF
G,5,8,3,MFGTMP_220411120001/MFGTMP_220411120001_G05f08d3.TIF
D,4,4,0,MFGTMP_220411120001/MFGTMP_220411120001_D04f04d0.TIF
C,4,1,3,MFGTMP_220411120001/MFGTMP_220411120001_C04f01d3.TIF
G,4,8,3,MFGTMP_220411120001/MFGTMP_220411120001_G04f08d3.TIF
C,3,4,2,MFGTMP_220411120001/MFGTMP_220411120001_C03f04d2.TIF
D,3,1,1,MFGTMP_220411120001/MFGTMP_220411120001_D03f01d1.TIF
D,2,1,1,MFGTMP_220411120001/MFGTMP_220411120001_D02f01d1.TIF
C,2,4,2,MFGTMP_220411120001/MFGTMP_220411120001_C02f04d2.TIF
F,4,7,0,MFGTMP_220411120001/MFGTMP_220411120001_F04f07d0.TIF
F,5,7,0,MFGTMP_220411120001/MFGTMP_220411120001_F05f07d0.TIF
F,2,2,1,MFGTMP_220411120001/MFGTMP_220411120001_F02f02d1.TIF
F,3,2,1,MFGTMP_220411120001/MFGTMP_220411120001_F03f02d1.TIF
D,5,6,2,MFGTMP_220411120001/MFGTMP_220411120001_D05f06d2.TIF
C,5,3,1,MFGTMP_220411120001/MFGTMP_220411120001_C05f03d1.TIF
C,4,3,1,MFGTMP_220411120001/MFGTMP_220411120001_C04f03d1.TIF
D,4,6,2,MFGTMP_220411120001/MFGTMP_220411120001_D04f06d2.TIF
D,3,3,3,MFGTMP_220411120001/MFGTMP_220411120001_D03f03d3.TIF
F,8,4,4,MFGTMP_220411120001/MFGTMP_220411120001_F08f04d4.TIF
C,3,6,0,MFGTMP_220411120001/MFGTMP_220411120001_C03f06d0.TIF
C,2,6,0,MFGTMP_220411120001/MFGTMP_220411120001_C02f06d0.TIF
D,2,3,3,MFGTMP_220411120001/MFGTMP_220411120001_D02f03d3.TIF
F,9,4,4,MFGTMP_220411120001/MFGTMP_220411120001_F09f04d4.TIF
D,2,3,2,MFGTMP_220411120001/MFGTMP_220411120001_D02f03d2.TIF
C,2,6,1,MFGTMP_220411120001/MFGTMP_220411120001_C02f06d1.TIF
C,3,6,1,MFGTMP_220411120001/MFGTMP_220411120001_C03f06d1.TIF
D,3,3,2,MFGTMP_220411120001/MFGTMP_220411120001_D03f03d2.TIF
D,4,6,3,MFGTMP_220411120001/MFGTMP_220411120001_D04f06d3.TIF
C,4,3,0,MFGTMP_220411120001/MFGTMP_220411120001_C04f03d0.TIF
C,5,3,0,MFGTMP_220411120001/MFGTMP_220411120001_C05f03d0.TIF
D,5,6,3,MFGTMP_220411120001/MFGTMP_220411120001_D05f06d3.TIF
C,8,0,4,MFGTMP_220411120001/MFGTMP_220411120001_C08f00d4.TIF
F,3,2,0,MFGTMP_220411120001/MFGTMP_220411120001_F03f02d0.TIF
F,2,2,0,MFGTMP_220411120001/MFGTMP_220411120001_F02f02d0.TIF
C,9,0,4,MFGTMP_220411120001/MFGTMP_220411120001_C09f00d4.TIF
F,5,7,1,MFGTMP_220411120001/MFGTMP_220411120001_F05f07d1.TIF
E,6,2,4,MFGTMP_220411120001/MFGTMP_220411120001_E06f02d4.TIF
E,11,4,4,MFGTMP_220411120001/MFGTMP_220411120001_E11f04d4.TIF
F,4,7,1,MFGTMP_220411120001/MFGTMP_220411120001_F04f07d1.TIF
E,7,2,4,MFGTMP_220411120001/MFGTMP_220411120001_E07f02d4.TIF
E,10,4,4,MFGTMP_220411120001/MFGTMP_220411120001_E10f04d4.TIF
C,2,4,3,MFGTMP_220411120001/MFGTMP_220411120001_C02f04d3.TIF
D,2,1,0,MFGTMP_220411120001/MFGTMP_220411120001_D02f01d0.TIF
D,3,1,0,MFGTMP_220411120001/MFGTMP_220411120001_D03f01d0.TIF
C,3,4,3,MFGTMP_220411120001/MFGTMP_220411120001_C03f04d3.TIF
C,4,1,2,MFGTMP_220411120001/MFGTMP_220411120001_C04f01d2.TIF
