column,row,field,channel,rel_fp
D,8,2,3,MFGTMP_220411120001/MFGTMP_220411120001_D08f02d3.TIF
G,11,2,2,MFGTMP_220411120001/MFGTMP_220411120001_G11f02d2.TIF
G,6,4,2,MFGTMP_220411120001/MFGTMP_220411120001_G06f04d2.TIF
D,6,8,1,MFGTMP_220411120001/MFGTMP_220411120001_D06f08d1.TIF
C,5,4,4,MFGTMP_220411120001/MFGTMP_220411120001_C05f04d4.TIF
G,10,2,2,MFGTMP_220411120001/MFGTMP_220411120001_G10f02d2.TIF
G,7,4,2,MFGTMP_220411120001/MFGTMP_220411120001_G07f04d2.TIF
C,4,4,4,MFGTMP_220411120001/MFGTMP_220411120001_C04f04d4.TIF
D,7,8,1,MFGTMP_220411120001/MFGTMP_220411120001_D07f08d1.TIF
F,8,3,1,MFGTMP_220411120001/MFGTMP_220411120001_F08f03d1.TIF
F,9,3,1,MFGTMP_220411120001/MFGTMP_220411120001_F09f03d1.TIF
C,2,1,4,MFGTMP_220411120001/MFGTMP_220411120001_C02f01d4.TIF
F,9,3,0,MFGTMP_220411120001/MFGTMP_220411120001_F09f03d0.TIF
G,2,8,4,MFGTMP_220411120001/MFGTMP_220411120001_G02f08d4.TIF
F,8,3,0,MFGTMP_220411120001/MFGTMP_220411120001_F08f03d0.TIF
C,3,1,4,MFGTMP_220411120001/MFGTMP_220411120001_C03f01d4.TIF
G,3,8,4,MFGTMP_220411120001/MFGTMP_220411120001_G03f08d4.TIF
G,7,4,3,MFGTMP_220411120001/MFGTMP_220411120001_G07f04d3.TIF
G,10,2,3,MFGTMP_220411120001/MFGTMP_220411120001_G10f02d3.TIF
D,7,8,0,MFGTMP_220411120001/MFGTMP_220411120001_D07f08d0.TIF
G,6,4,3,MFGTMP_220411120001/MFGTMP_220411120001_G06f04d3.TIF
G,11,2,3,MFGTMP_220411120001/MFGTMP_220411120001_G11f02d3.TIF
D,6,8,0,MFGTMP_220411120001/MFGTMP_220411120001_D06f08d0.TIF
D,8,2,2,MFGTMP_220411120001/MFGTMP_220411120001_D08f02d2.TIF
C,8,7,1,MFGTMP_220411120001/MFGTMP_220411120001_C08f07d1.TIF
C,9,7,1,MFGTMP_220411120001/MFGTMP_220411120001_C09f07d1.TIF
D,9,2,2,MFGTMP_220411120001/MFGTMP_220411120001_D09f02d2.TIF
F,5,0,4,MFGTMP_220411120001/MFGTMP_220411120001_F05f00d4.TIF
E,11,3,1,MFGTMP_220411120001/MFGTMP_220411120001_E11f03d1.TIF
B,11,6,2,MFGTMP_220411120001/MFGTMP_220411120001_B11f06d2.TIF
B,6,0,2,MFGTMP_220411120001/MFGTMP_220411120001_B06f00d2.TIF
E,6,5,1,MFGTMP_220411120001/MFGTMP_220411120001_E06f05d1.TIF
F,4,0,4,MFGTMP_220411120001/MFGTMP_220411120001_F04f00d4.TIF
B,10,6,2,MFGTMP_220411120001/MFGTMP_220411120001_B10f06d2.TIF
E,10,3,1,MFGTMP_220411120001/MFGTMP_220411120001_E10f03d1.TIF
E,7,5,1,MFGTMP_220411120001/MFGTMP_220411120001_E07f05d1.TIF
B,7,0,2,MFGTMP_220411120001/MFGTMP_220411120001_B07f00d2.TIF
B,9,8,2,MFGTMP_220411120001/MFGTMP_220411120001_B09f08d2.TIF
F,9,1,2,MFGTMP_220411120001/MFGTMP_220411120001_F09f01d2.TIF
B,8,8,2,MFGTMP_220411120001/MFGTMP_220411120001_B08f08d2.TIF
F,8,1,2,MFGTMP_220411120001/MFGTMP_220411120001_F08f01d2.TIF
D,4,3,4,MFGTMP_220411120001/MFGTMP_220411120001_D04f03d4.TIF
G,10,0,1,MFGTMP_220411120001/MFGTMP_220411120001_G10f00d1.TIF
G,7,6,1,MFGTMP_220411120001/MFGTMP_220411120001_G07f06d1.TIF
D,5,3,4,MFGTMP_220411120001/MFGTMP_220411120001_D05f03d4.TIF
G,11,0,1,MFGTMP_220411120001/MFGTMP_220411120001_G11f00d1.TIF
G,6,6,1,MFGTMP_220411120001/MFGTMP_220411120001_G06f06d1.TIF
C,8,5,3,MFGTMP_220411120001/MFGTMP_220411120001_C08f05d3.TIF
D,8,0,0,MFGTMP_220411120001/MFGTMP_220411120001_D08f00d0.TIF
D,9,0,0,MFGTMP_220411120001/MFGTMP_220411120001_D09f00d0.TIF
C,9,5,3,MFGTMP_220411120001/MFGTMP_220411120001_C09f05d3.TIF
E,6,7,3,MFGTMP_220411120001/MFGTMP_220411120001_E06f07d3.TIF
B,6,2,0,MFGTMP_220411120001/MFGTMP_220411120001_B06f02d0.TIF
B,11,4,0,MFGTMP_220411120001/MFGTMP_220411120001_B11f04d0.TIF
E,11,1,3,MFGTMP_220411120001/MFGTMP_220411120001_E11f01d3.TIF
B,7,2,0,MFGTMP_220411120001/MFGTMP_220411120001_B07f02d0.TIF
E,7,7,3,MFGTMP_220411120001/MFGTMP_220411120001_E07f07d3.TIF
E,10,1,3,MFGTMP_220411120001/MFGTMP_220411120001_E10f01d3.TIF
B,10,4,0,MFGTMP_220411120001/MFGTMP_220411120001_B10f04d0.TIF
C,3,5,0,MFGTMP_220411120001/MFGTMP_220411120001_C03f05d0.TIF
D,3,0,3,MFGTMP_220411120001/MFGTMP_220411120001_D03f00d3.TIF
F,8,7,4,MFGTMP_220411120001/MFGTMP_220411120001_F08f07d4.TIF
D,2,0,3,MFGTMP_220411120001/MFGTMP_220411120001_D02f00d3.TIF
F,9,7,4,MFGTMP_220411120001/MFGTMP_220411120001_F09f07d4.TIF
C,2,5,0,MFGTMP_220411120001/MFGTMP_220411120001_C02f05d0.TIF
C,5,0,1,MFGTMP_220411120001/MFGTMP_220411120001_C05f00d1.TIF
D,5,5,2,MFGTMP_220411120001/MFGTMP_220411120001_D05f05d2.TIF
D,4,5,2,MFGTMP_220411120001/MFGTMP_220411120001_D04f05d2.TIF
C,4,0,1,MFGTMP_220411120001/MFGTMP_220411120001_C04f00d1.TIF
F,2,1,1,MFGTMP_220411120001/MFGTMP_220411120001_F02f01d1.TIF
B,2,8,1,MFGTMP_220411120001/MFGTMP_220411120001_B02f08d1.TIF
F,3,1,1,MFGTMP_220411120001/MFGTMP_220411120001_F03f01d1.TIF
B,3,8,1,MFGTMP_220411120001/MFGTMP_220411120001_B03f08d1.TIF
E,4,8,3,MFGTMP_220411120001/MFGTMP_220411120001_E04f08d3.TIF
F,4,4,0,MFGTMP_220411120001/MFGTMP_220411120001_F04f04d0.TIF
E,5,8,3,MFGTMP_220411120001/MFGTMP_220411120001_E05f08d3.TIF
F,5,4,0,MFGTMP_220411120001/MFGTMP_220411120001_F05f04d0.TIF
D,3,2,1,MFGTMP_220411120001/MFGTMP_220411120001_D03f02d1.TIF
C,3,7,2,MFGTMP_220411120001/MFGTMP_220411120001_C03f07d2.TIF
C,2,7,2,MFGTMP_220411120001/MFGTMP_220411120001_C02f07d2.TIF
D,2,2,1,MFGTMP_220411120001/MFGTMP_220411120001_D02f02d1.TIF
D,5,7,0,MFGTMP_220411120001/MFGTMP_220411120001_D05f07d0.TIF
C,5,2,3,MFGTMP_220411120001/MFGTMP_220411120001_C05f02d3.TIF
C,4,2,3,MFGTMP_220411120001/MFGTMP_220411120001_C04f02d3.TIF
D,4,7,0,MFGTMP_220411120001/MFGTMP_220411120001_D04f07d0.TIF
F,2,3,3,MFGTMP_220411120001/MFGTMP_220411120001_F02f03d3.TIF
D,9,4,4,MFGTMP_220411120001/MFGTMP_220411120001_D09f04d4.TIF
F,3,3,3,MFGTMP_220411120001/MFGTMP_220411120001_F03f03d3.TIF
D,8,4,4,MFGTMP_220411120001/MFGTMP_220411120001_D08f04d4.TIF
F,4,6,2,MFGTMP_220411120001/MFGTMP_220411120001_F04f06d2.TIF
B,10,0,4,MFGTMP_220411120001/MFGTMP_220411120001_B10f00d4.TIF
B,7,6,4,MFGTMP_220411120001/MFGTMP_220411120001_B07f06d4.TIF
F,5,6,2,MFGTMP_220411120001/MFGTMP_220411120001_F05f06d2.TIF
B,11,0,4,MFGTMP_220411120001/MFGTMP_220411120001_B11f00d4.TIF
B,6,6,4,MFGTMP_220411120001/MFGTMP_220411120001_B06f06d4.TIF
D,8,4,0,MFGTMP_220411120001/MFGTMP_220411120001_D08f04d0.TIF
C,8,1,3,MFGTMP_220411120001/MFGTMP_220411120001_C08f01d3.TIF
G,8,8,3,MFGTMP_220411120001/MFGTMP_220411120001_G08f08d3.TIF
C,9,1,3,MFGTMP_220411120001/MFGTMP_220411120001_C09f01d3.TIF
D,9,4,0,MFGTMP_220411120001/MFGTMP_220411120001_D09f04d0.TIF
G,9,8,3,MFGTMP_220411120001/MFGTMP_220411120001_G09f08d3.TIF
B,6,6,0,MFGTMP_220411120001/MFGTMP_220411120001_B06f06d0.TIF
E,6,3,3,MFGTMP_220411120001/MFGTMP_220411120001_E06f03d3.TIF
E,11,5,3,MFGTMP_220411120001/MFGTMP_220411120001_E11f05d3.TIF
B,11,0,0,MFGTMP_220411120001/MFGTMP_220411120001_B11f00d0.TIF
E,7,3,3,MFGTMP_220411120001/MFGTMP_220411120001_E07f03d3.TIF
B,7,6,0,MFGTMP_220411120001/MFGTMP_220411120001_B07f06d0.TIF
B,10,0,0,MFGTMP_220411120001/MFGTMP_220411120001_B10f00d0.TIF
E,10,5,3,MFGTMP_220411120001/MFGTMP_220411120001_E10f05d3.TIF
F,9,5,2,MFGTMP_220411120001/MFGTMP_220411120001_F09f05d2.TIF
F,8,5,2,MFGTMP_220411120001/MFGTMP_220411120001_F08f05d2.TIF
D,4,7,4,MFGTMP_220411120001/MFGTMP_220411120001_D04f07d4.TIF
D,10,8,2,MFGTMP_220411120001/MFGTMP_220411120001_D10f08d2.TIF
G,10,4,1,MFGTMP_220411120001/MFGTMP_220411120001_G10f04d1.TIF
G,7,2,1,MFGTMP_220411120001/MFGTMP_220411120001_G07f02d1.TIF
D,11,8,2,MFGTMP_220411120001/MFGTMP_220411120001_D11f08d2.TIF
D,5,7,4,MFGTMP_220411120001/MFGTMP_220411120001_D05f07d4.TIF
G,11,4,1,MFGTMP_220411120001/MFGTMP_220411120001_G11f04d1.TIF
G,6,2,1,MFGTMP_220411120001/MFGTMP_220411120001_G06f02d1.TIF
C,8,3,1,MFGTMP_220411120001/MFGTMP_220411120001_C08f03d1.TIF
D,8,6,2,MFGTMP_220411120001/MFGTMP_220411120001_D08f06d2.TIF
D,9,6,2,MFGTMP_220411120001/MFGTMP_220411120001_D09f06d2.TIF
C,9,3,1,MFGTMP_220411120001/MFGTMP_220411120001_C09f03d1.TIF
F,5,4,4,MFGTMP_220411120001/MFGTMP_220411120001_F05f04d4.TIF
B,11,2,2,MFGTMP_220411120001/MFGTMP_220411120001_B11f02d2.TIF
E,11,7,1,MFGTMP_220411120001/MFGTMP_220411120001_E11f07d1.TIF
E,6,1,1,MFGTMP_220411120001/MFGTMP_220411120001_E06f01d1.TIF
B,6,4,2,MFGTMP_220411120001/MFGTMP_220411120001_B06f04d2.TIF
F,4,4,4,MFGTMP_220411120001/MFGTMP_220411120001_F04f04d4.TIF
E,10,7,1,MFGTMP_220411120001/MFGTMP_220411120001_E10f07d1.TIF
B,10,2,2,MFGTMP_220411120001/MFGTMP_220411120001_B10f02d2.TIF
B,7,4,2,MFGTMP_220411120001/MFGTMP_220411120001_B07f04d2.TIF
E,7,1,1,MFGTMP_220411120001/MFGTMP_220411120001_E07f01d1.TIF
F,9,7,0,MFGTMP_220411120001/MFGTMP_220411120001_F09f07d0.TIF
C,2,5,4,MFGTMP_220411120001/MFGTMP_220411120001_C02f05d4.TIF
C,3,5,4,MFGTMP_220411120001/MFGTMP_220411120001_C03f05d4.TIF
F,8,7,0,MFGTMP_220411120001/MFGTMP_220411120001_F08f07d0.TIF
G,7,0,3,MFGTMP_220411120001/MFGTMP_220411120001_G07f00d3.TIF
G,10,6,3,MFGTMP_220411120001/MFGTMP_220411120001_G10f06d3.TIF
G,6,0,3,MFGTMP_220411120001/MFGTMP_220411120001_G06f00d3.TIF
G,11,6,3,MFGTMP_220411120001/MFGTMP_220411120001_G11f06d3.TIF
F,2,7,3,MFGTMP_220411120001/MFGTMP_220411120001_F02f07d3.TIF
D,9,0,4,MFGTMP_220411120001/MFGTMP_220411120001_D09f00d4.TIF
F,3,7,3,MFGTMP_220411120001/MFGTMP_220411120001_F03f07d3.TIF
D,8,0,4,MFGTMP_220411120001/MFGTMP_220411120001_D08f00d4.TIF
F,4,2,2,MFGTMP_220411120001/MFGTMP_220411120001_F04f02d2.TIF
B,10,4,4,MFGTMP_220411120001/MFGTMP_220411120001_B10f04d4.TIF
B,7,2,4,MFGTMP_220411120001/MFGTMP_220411120001_B07f02d4.TIF
F,5,2,2,MFGTMP_220411120001/MFGTMP_220411120001_F05f02d2.TIF
B,11,4,4,MFGTMP_220411120001/MFGTMP_220411120001_B11f04d4.TIF
B,6,2,4,MFGTMP_220411120001/MFGTMP_220411120001_B06f02d4.TIF
C,3,3,2,MFGTMP_220411120001/MFGTMP_220411120001_C03f03d2.TIF
D,3,6,1,MFGTMP_220411120001/MFGTMP_220411120001_D03f06d1.TIF
D,2,6,1,MFGTMP_220411120001/MFGTMP_220411120001_D02f06d1.TIF
C,2,3,2,MFGTMP_220411120001/MFGTMP_220411120001_C02f03d2.TIF
C,5,6,3,MFGTMP_220411120001/MFGTMP_220411120001_C05f06d3.TIF
D,5,3,0,MFGTMP_220411120001/MFGTMP_220411120001_D05f03d0.TIF
D,4,3,0,MFGTMP_220411120001/MFGTMP_220411120001_D04f03d0.TIF
C,4,6,3,MFGTMP_220411120001/MFGTMP_220411120001_C04f06d3.TIF
F,2,5,1,MFGTMP_220411120001/MFGTMP_220411120001_F02f05d1.TIF
F,3,5,1,MFGTMP_220411120001/MFGTMP_220411120001_F03f05d1.TIF
F,4,0,0,MFGTMP_220411120001/MFGTMP_220411120001_F04f00d0.TIF
F,5,0,0,MFGTMP_220411120001/MFGTMP_220411120001_F05f00d0.TIF
G,3,8,0,MFGTMP_220411120001/MFGTMP_220411120001_G03f08d0.TIF
D,3,4,3,MFGTMP_220411120001/MFGTMP_220411120001_D03f04d3.TIF
F,8,3,4,MFGTMP_220411120001/MFGTMP_220411120001_F08f03d4.TIF
C,3,1,0,MFGTMP_220411120001/MFGTMP_220411120001_C03f01d0.TIF
G,2,8,0,MFGTMP_220411120001/MFGTMP_220411120001_G02f08d0.TIF
C,2,1,0,MFGTMP_220411120001/MFGTMP_220411120001_C02f01d0.TIF
D,2,4,3,MFGTMP_220411120001/MFGTMP_220411120001_D02f04d3.TIF
F,9,3,4,MFGTMP_220411120001/MFGTMP_220411120001_F09f03d4.TIF
D,6,8,4,MFGTMP_220411120001/MFGTMP_220411120001_D06f08d4.TIF
D,5,1,2,MFGTMP_220411120001/MFGTMP_220411120001_D05f01d2.TIF
C,5,4,1,MFGTMP_220411120001/MFGTMP_220411120001_C05f04d1.TIF
C,4,4,1,MFGTMP_220411120001/MFGTMP_220411120001_C04f04d1.TIF
D,4,1,2,MFGTMP_220411120001/MFGTMP_220411120001_D04f01d2.TIF
D,7,8,4,MFGTMP_220411120001/MFGTMP_220411120001_D07f08d4.TIF
D,4,1,3,MFGTMP_220411120001/MFGTMP_220411120001_D04f01d3.TIF
C,4,4,0,MFGTMP_220411120001/MFGTMP_220411120001_C04f04d0.TIF
C,5,4,0,MFGTMP_220411120001/MFGTMP_220411120001_C05f04d0.TIF
D,5,1,3,MFGTMP_220411120001/MFGTMP_220411120001_D05f01d3.TIF
G,2,8,1,MFGTMP_220411120001/MFGTMP_220411120001_G02f08d1.TIF
D,2,4,2,MFGTMP_220411120001/MFGTMP_220411120001_D02f04d2.TIF
C,2,1,1,MFGTMP_220411120001/MFGTMP_220411120001_C02f01d1.TIF
G,3,8,1,MFGTMP_220411120001/MFGTMP_220411120001_G03f08d1.TIF
C,3,1,1,MFGTMP_220411120001/MFGTMP_220411120001_C03f01d1.TIF
D,3,4,2,MFGTMP_220411120001/MFGTMP_220411120001_D03f04d2.TIF
E,11,3,4,MFGTMP_220411120001/MFGTMP_220411120001_E11f03d4.TIF
E,6,5,4,MFGTMP_220411120001/MFGTMP_220411120001_E06f05d4.TIF
F,5,0,1,MFGTMP_220411120001/MFGTMP_220411120001_F05f00d1.TIF
E,10,3,4,MFGTMP_220411120001/MFGTMP_220411120001_E10f03d4.TIF
E,7,5,4,MFGTMP_220411120001/MFGTMP_220411120001_E07f05d4.TIF
F,4,0,1,MFGTMP_220411120001/MFGTMP_220411120001_F04f00d1.TIF
C,8,7,4,MFGTMP_220411120001/MFGTMP_220411120001_C08f07d4.TIF
F,3,5,0,MFGTMP_220411120001/MFGTMP_220411120001_F03f05d0.TIF
F,2,5,0,MFGTMP_220411120001/MFGTMP_220411120001_F02f05d0.TIF
C,9,7,4,MFGTMP_220411120001/MFGTMP_220411120001_C09f07d4.TIF
G,10,0,4,MFGTMP_220411120001/MFGTMP_220411120001_G10f00d4.TIF
G,7,6,4,MFGTMP_220411120001/MFGTMP_220411120001_G07f06d4.TIF
C,4,6,2,MFGTMP_220411120001/MFGTMP_220411120001_C04f06d2.TIF
D,4,3,1,MFGTMP_220411120001/MFGTMP_220411120001_D04f03d1.TIF
G,11,0,4,MFGTMP_220411120001/MFGTMP_220411120001_G11f00d4.TIF
G,6,6,4,MFGTMP_220411120001/MFGTMP_220411120001_G06f06d4.TIF
D,5,3,1,MFGTMP_220411120001/MFGTMP_220411120001_D05f03d1.TIF
C,5,6,2,MFGTMP_220411120001/MFGTMP_220411120001_C05f06d2.TIF
C,2,3,3,MFGTMP_220411120001/MFGTMP_220411120001_C02f03d3.TIF
D,2,6,0,MFGTMP_220411120001/MFGTMP_220411120001_D02f06d0.TIF
D,3,6,0,MFGTMP_220411120001/MFGTMP_220411120001_D03f06d0.TIF
C,3,3,3,MFGTMP_220411120001/MFGTMP_220411120001_C03f03d3.TIF
F,5,2,3,MFGTMP_220411120001/MFGTMP_220411120001_F05f02d3.TIF
F,4,2,3,MFGTMP_220411120001/MFGTMP_220411120001_F04f02d3.TIF
F,3,7,2,MFGTMP_220411120001/MFGTMP_220411120001_F03f07d2.TIF
F,2,7,2,MFGTMP_220411120001/MFGTMP_220411120001_F02f07d2.TIF
G,11,6,2,MFGTMP_220411120001/MFGTMP_220411120001_G11f06d2.TIF
G,6,0,2,MFGTMP_220411120001/MFGTMP_220411120001_G06f00d2.TIF
C,5,0,4,MFGTMP_220411120001/MFGTMP_220411120001_C05f00d4.TIF
G,10,6,2,MFGTMP_220411120001/MFGTMP_220411120001_G10f06d2.TIF
G,7,0,2,MFGTMP_220411120001/MFGTMP_220411120001_G07f00d2.TIF
C,4,0,4,MFGTMP_220411120001/MFGTMP_220411120001_C04f00d4.TIF
F,8,7,1,MFGTMP_220411120001/MFGTMP_220411120001_F08f07d1.TIF
F,9,7,1,MFGTMP_220411120001/MFGTMP_220411120001_F09f07d1.TIF
E,7,1,0,MFGTMP_220411120001/MFGTMP_220411120001_E07f01d0.TIF
B,7,4,3,MFGTMP_220411120001/MFGTMP_220411120001_B07f04d3.TIF
B,10,2,3,MFGTMP_220411120001/MFGTMP_220411120001_B10f02d3.TIF
E,10,7,0,MFGTMP_220411120001/MFGTMP_220411120001_E10f07d0.TIF
B,6,4,3,MFGTMP_220411120001/MFGTMP_220411120001_B06f04d3.TIF
E,6,1,0,MFGTMP_220411120001/MFGTMP_220411120001_E06f01d0.TIF
E,11,7,0,MFGTMP_220411120001/MFGTMP_220411120001_E11f07d0.TIF
B,11,2,3,MFGTMP_220411120001/MFGTMP_220411120001_B11f02d3.TIF
B,2,8,4,MFGTMP_220411120001/MFGTMP_220411120001_B02f08d4.TIF
C,9,3,0,MFGTMP_220411120001/MFGTMP_220411120001_C09f03d0.TIF
F,2,1,4,MFGTMP_220411120001/MFGTMP_220411120001_F02f01d4.TIF
D,9,6,3,MFGTMP_220411120001/MFGTMP_220411120001_D09f06d3.TIF
B,3,8,4,MFGTMP_220411120001/MFGTMP_220411120001_B03f08d4.TIF
F,3,1,4,MFGTMP_220411120001/MFGTMP_220411120001_F03f01d4.TIF
D,8,6,3,MFGTMP_220411120001/MFGTMP_220411120001_D08f06d3.TIF
C,8,3,0,MFGTMP_220411120001/MFGTMP_220411120001_C08f03d0.TIF
D,11,8,3,MFGTMP_220411120001/MFGTMP_220411120001_D11f08d3.TIF
G,6,2,0,MFGTMP_220411120001/MFGTMP_220411120001_G06f02d0.TIF
G,11,4,0,MFGTMP_220411120001/MFGTMP_220411120001_G11f04d0.TIF
D,10,8,3,MFGTMP_220411120001/MFGTMP_220411120001_D10f08d3.TIF
G,7,2,0,MFGTMP_220411120001/MFGTMP_220411120001_G07f02d0.TIF
G,10,4,0,MFGTMP_220411120001/MFGTMP_220411120001_G10f04d0.TIF
D,3,2,4,MFGTMP_220411120001/MFGTMP_220411120001_D03f02d4.TIF
F,8,5,3,MFGTMP_220411120001/MFGTMP_220411120001_F08f05d3.TIF
D,2,2,4,MFGTMP_220411120001/MFGTMP_220411120001_D02f02d4.TIF
F,9,5,3,MFGTMP_220411120001/MFGTMP_220411120001_F09f05d3.TIF
E,10,5,2,MFGTMP_220411120001/MFGTMP_220411120001_E10f05d2.TIF
B,10,0,1,MFGTMP_220411120001/MFGTMP_220411120001_B10f00d1.TIF
B,7,6,1,MFGTMP_220411120001/MFGTMP_220411120001_B07f06d1.TIF
E,7,3,2,MFGTMP_220411120001/MFGTMP_220411120001_E07f03d2.TIF
B,11,0,1,MFGTMP_220411120001/MFGTMP_220411120001_B11f00d1.TIF
E,11,5,2,MFGTMP_220411120001/MFGTMP_220411120001_E11f05d2.TIF
E,6,3,2,MFGTMP_220411120001/MFGTMP_220411120001_E06f03d2.TIF
B,6,6,1,MFGTMP_220411120001/MFGTMP_220411120001_B06f06d1.TIF
D,9,4,1,MFGTMP_220411120001/MFGTMP_220411120001_D09f04d1.TIF
C,9,1,2,MFGTMP_220411120001/MFGTMP_220411120001_C09f01d2.TIF
G,9,8,2,MFGTMP_220411120001/MFGTMP_220411120001_G09f08d2.TIF
C,8,1,2,MFGTMP_220411120001/MFGTMP_220411120001_C08f01d2.TIF
D,8,4,1,MFGTMP_220411120001/MFGTMP_220411120001_D08f04d1.TIF
G,8,8,2,MFGTMP_220411120001/MFGTMP_220411120001_G08f08d2.TIF
G,9,8,0,MFGTMP_220411120001/MFGTMP_220411120001_G09f08d0.TIF
C,9,1,0,MFGTMP_220411120001/MFGTMP_220411120001_C09f01d0.TIF
F,2,3,4,MFGTMP_220411120001/MFGTMP_220411120001_F02f03d4.TIF
D,9,4,3,MFGTMP_220411120001/MFGTMP_220411120001_D09f04d3.TIF
G,8,8,0,MFGTMP_220411120001/MFGTMP_220411120001_G08f08d0.TIF
F,3,3,4,MFGTMP_220411120001/MFGTMP_220411120001_F03f03d4.TIF
D,8,4,3,MFGTMP_220411120001/MFGTMP_220411120001_D08f04d3.TIF
C,8,1,0,MFGTMP_220411120001/MFGTMP_220411120001_C08f01d0.TIF
E,7,3,0,MFGTMP_220411120001/MFGTMP_220411120001_E07f03d0.TIF
B,7,6,3,MFGTMP_220411120001/MFGTMP_220411120001_B07f06d3.TIF
B,10,0,3,MFGTMP_220411120001/MFGTMP_220411120001_B10f00d3.TIF
E,10,5,0,MFGTMP_220411120001/MFGTMP_220411120001_E10f05d0.TIF
B,6,6,3,MFGTMP_220411120001/MFGTMP_220411120001_B06f06d3.TIF
E,6,3,0,MFGTMP_220411120001/MFGTMP_220411120001_E06f03d0.TIF
E,11,5,0,MFGTMP_220411120001/MFGTMP_220411120001_E11f05d0.TIF
B,11,0,3,MFGTMP_220411120001/MFGTMP_220411120001_B11f00d3.TIF
F,8,5,1,MFGTMP_220411120001/MFGTMP_220411120001_F08f05d1.TIF
F,9,5,1,MFGTMP_220411120001/MFGTMP_220411120001_F09f05d1.TIF
G,11,4,2,MFGTMP_220411120001/MFGTMP_220411120001_G11f04d2.TIF
G,6,2,2,MFGTMP_220411120001/MFGTMP_220411120001_G06f02d2.TIF
D,11,8,1,MFGTMP_220411120001/MFGTMP_220411120001_D11f08d1.TIF
C,5,2,4,MFGTMP_220411120001/MFGTMP_220411120001_C05f02d4.TIF
G,10,4,2,MFGTMP_220411120001/MFGTMP_220411120001_G10f04d2.TIF
G,7,2,2,MFGTMP_220411120001/MFGTMP_220411120001_G07f02d2.TIF
C,4,2,4,MFGTMP_220411120001/MFGTMP_220411120001_C04f02d4.TIF
D,10,8,1,MFGTMP_220411120001/MFGTMP_220411120001_D10f08d1.TIF
D,9,6,1,MFGTMP_220411120001/MFGTMP_220411120001_D09f06d1.TIF
C,9,3,2,MFGTMP_220411120001/MFGTMP_220411120001_C09f03d2.TIF
C,8,3,2,MFGTMP_220411120001/MFGTMP_220411120001_C08f03d2.TIF
D,8,6,1,MFGTMP_220411120001/MFGTMP_220411120001_D08f06d1.TIF
E,4,8,4,MFGTMP_220411120001/MFGTMP_220411120001_E04f08d4.TIF
E,10,7,2,MFGTMP_220411120001/MFGTMP_220411120001_E10f07d2.TIF
B,10,2,1,MFGTMP_220411120001/MFGTMP_220411120001_B10f02d1.TIF
B,7,4,1,MFGTMP_220411120001/MFGTMP_220411120001_B07f04d1.TIF
E,7,1,2,MFGTMP_220411120001/MFGTMP_220411120001_E07f01d2.TIF
B,11,2,1,MFGTMP_220411120001/MFGTMP_220411120001_B11f02d1.TIF
E,11,7,2,MFGTMP_220411120001/MFGTMP_220411120001_E11f07d2.TIF
E,6,1,2,MFGTMP_220411120001/MFGTMP_220411120001_E06f01d2.TIF
B,6,4,1,MFGTMP_220411120001/MFGTMP_220411120001_B06f04d1.TIF
E,5,8,4,MFGTMP_220411120001/MFGTMP_220411120001_E05f08d4.TIF
D,3,0,4,MFGTMP_220411120001/MFGTMP_220411120001_D03f00d4.TIF
F,8,7,3,MFGTMP_220411120001/MFGTMP_220411120001_F08f07d3.TIF
D,2,0,4,MFGTMP_220411120001/MFGTMP_220411120001_D02f00d4.TIF
F,9,7,3,MFGTMP_220411120001/MFGTMP_220411120001_F09f07d3.TIF
G,6,0,0,MFGTMP_220411120001/MFGTMP_220411120001_G06f00d0.TIF
G,11,6,0,MFGTMP_220411120001/MFGTMP_220411120001_G11f06d0.TIF
G,7,0,0,MFGTMP_220411120001/MFGTMP_220411120001_G07f00d0.TIF
G,10,6,0,MFGTMP_220411120001/MFGTMP_220411120001_G10f06d0.TIF
C,8,5,4,MFGTMP_220411120001/MFGTMP_220411120001_C08f05d4.TIF
F,3,7,0,MFGTMP_220411120001/MFGTMP_220411120001_F03f07d0.TIF
F,2,7,0,MFGTMP_220411120001/MFGTMP_220411120001_F02f07d0.TIF
C,9,5,4,MFGTMP_220411120001/MFGTMP_220411120001_C09f05d4.TIF
E,11,1,4,MFGTMP_220411120001/MFGTMP_220411120001_E11f01d4.TIF
E,6,7,4,MFGTMP_220411120001/MFGTMP_220411120001_E06f07d4.TIF
F,5,2,1,MFGTMP_220411120001/MFGTMP_220411120001_F05f02d1.TIF
E,10,1,4,MFGTMP_220411120001/MFGTMP_220411120001_E10f01d4.TIF
E,7,7,4,MFGTMP_220411120001/MFGTMP_220411120001_E07f07d4.TIF
F,4,2,1,MFGTMP_220411120001/MFGTMP_220411120001_F04f02d1.TIF
D,2,6,2,MFGTMP_220411120001/MFGTMP_220411120001_D02f06d2.TIF
C,2,3,1,MFGTMP_220411120001/MFGTMP_220411120001_C02f03d1.TIF
C,3,3,1,MFGTMP_220411120001/MFGTMP_220411120001_C03f03d1.TIF
D,3,6,2,MFGTMP_220411120001/MFGTMP_220411120001_D03f06d2.TIF
D,4,3,3,MFGTMP_220411120001/MFGTMP_220411120001_D04f03d3.TIF
C,4,6,0,MFGTMP_220411120001/MFGTMP_220411120001_C04f06d0.TIF
